Serial No.,College Name,Course,Fees,Eligibility,Application Date
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50% + KMAT,-
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],MCA,1.28 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
960,Sri Muthukumaran Institute of Technology - [SMIT],"B.Tech
4 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
960,Sri Muthukumaran Institute of Technology - [SMIT],"BE
8 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
960,Sri Muthukumaran Institute of Technology - [SMIT],"ME
6 Courses","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
960,Sri Muthukumaran Institute of Technology - [SMIT],"MBA
1 Course","41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
960,Sri Muthukumaran Institute of Technology - [SMIT],MCA,"41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
961,Srinivasa Ramanujan Institute of Technology - [SRIT],"B.Tech
6 Courses","55,220 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
961,Srinivasa Ramanujan Institute of Technology - [SRIT],"M.Tech
3 Courses","43,000 (1st Year Fees)",Graduation + AP PGECET,23 Mar - 12 May 2024
961,Srinivasa Ramanujan Institute of Technology - [SRIT],"B.Tech {Lateral}
6 Courses",1.66 Lakhs (Total Fees),10+3 with 45% + AP ECET,-
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,"B.Tech
10 Courses",1.01 Lakhs (1st Year Fees),10+2 with 50% + KEAM,17 Mar - 31 Jul 2024
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,"MBA
1 Course",1.97 Lakhs (1st Year Fees),Graduation with 50% + MAT,-
963,T.J.S. Engineering College,"BE
4 Courses","50,000 - 60,000 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
963,T.J.S. Engineering College,"B.Tech
1 Course","50,000 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
963,T.J.S. Engineering College,"ME
2 Courses","50,000 (1st Year Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
964,SRM TRP Engineering College,"BE
5 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
964,SRM TRP Engineering College,"B.Tech
1 Course",2.2 Lakhs (Total Fees),-,6 May - 11 Jun 2024
964,SRM TRP Engineering College,"B.Tech {Lateral}
1 Course",1.65 Lakhs (Total Fees),-,-
964,SRM TRP Engineering College,"BE {Lateral}
5 Courses",1.65 Lakhs (Total Fees),Diploma,-
964,SRM TRP Engineering College,"ME
2 Courses","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
965,Global Institute of Technology and Management - [GITM],"B.Tech
5 Courses","95,000 (1st Year Fees)",10+2 with 45%,29 May - 07 Aug 2024
965,Global Institute of Technology and Management - [GITM],"BBA
2 Courses","60,000 (1st Year Fees)",10+2 with 45%,-
965,Global Institute of Technology and Management - [GITM],"MBA
1 Course","90,000 (1st Year Fees)",Graduation with 50%,-
965,Global Institute of Technology and Management - [GITM],"BCA
1 Course","75,000 (1st Year Fees)",10+2 with 45% marks,-
965,Global Institute of Technology and Management - [GITM],"B.Tech {Lateral}
5 Courses","60,000 (1st Year Fees)",10+3 with 45%,-
966,United Institute of Technology - [UIT],"B.Tech
10 Courses",1.12 Lakhs - 1.34 Lakhs (1st Year Fees),10+2 with 45% + UPTAC,11 June - 30 Jul 2024
966,United Institute of Technology - [UIT],"B.Tech {Lateral}
9 Courses",1.2 Lakhs - 1.34 Lakhs (1st Year Fees),Diploma with 60% + UPTAC,-
966,United Institute of Technology - [UIT],"M.Tech
2 Courses",1.01 Lakhs (1st Year Fees),Graduation with 50%+GATE,-
967,Chhatrapati Shivaji Institute of Technology - [CSIT],"B.Tech
8 Courses","75,000 (1st Year Fees)",10+2 with 45%,no data found
967,Chhatrapati Shivaji Institute of Technology - [CSIT],"M.Tech
4 Courses","67,440 (1st Year Fees)",Graduation with 50% + GATE,no data found
968,Panipat Institute of Engineering & Technology - [PIET],"B.Tech
9 Courses",1.39 Lakhs - 1.49 Lakhs (1st Year Fees),10+2 with 45%,29 May - 07 Aug 2024
968,Panipat Institute of Engineering & Technology - [PIET],"BCA
3 Courses","80,000 - 1.05 Lakhs (1st Year Fees)",10+2 with 50%,-
968,Panipat Institute of Engineering & Technology - [PIET],"B.Tech {Hons.}
5 Courses",1.54 Lakhs (1st Year Fees),10+2,29 May - 07 Aug 2024
968,Panipat Institute of Engineering & Technology - [PIET],"BBA
3 Courses","90,000 - 1.05 Lakhs (1st Year Fees)",10+2 with 50%,-
968,Panipat Institute of Engineering & Technology - [PIET],"MBA
1 Course",1.35 Lakhs (1st Year Fees),Graduation with 50%,-
969,Sanskar Educational Group - [SEG],"B.Tech
5 Courses","90,000 (1st Year Fees)",10+2 with 45%,31 May - 30 Jul 2024
969,Sanskar Educational Group - [SEG],"Polytechnic
2 Courses","40,000 (1st Year Fees)",10th with 35%,31 May 2024
969,Sanskar Educational Group - [SEG],"BCA
1 Course","60,000 (1st Year Fees)",10+2 with 45%,31 May - 12 Aug 2024
969,Sanskar Educational Group - [SEG],"MBA
1 Course","75,000 (1st Year Fees)",Graduation with 50%,31 May - 10 Jul 2024
969,Sanskar Educational Group - [SEG],"BBA
1 Course","60,000 (1st Year Fees)",10+2 with 45%,31 May - 12 Aug 2024
970,Usha Rama College of Engineering and Technology - [URCE],"B.Tech
8 Courses","43,000 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
970,Usha Rama College of Engineering and Technology - [URCE],"Polytechnic
5 Courses","75,000 (Total Fees)",10th,20 Feb - 10 Apr 2024
970,Usha Rama College of Engineering and Technology - [URCE],"M.Tech
4 Courses","35,000 (1st Year Fees)",Pass in Graduation + GATE,23 Mar - 12 May 2024
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],"BE
6 Courses",2.09 Lakhs - 7.64 Lakhs (1st Year Fees),10+2 with 45% + KCET,24 May - 17 Jun 2024
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],"MBA
3 Courses",1.28 Lakhs (Total Fees),Graduation with 50%,27 May - 17 Jun 2024
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],MCA,1.28 Lakhs (Total Fees),Graduation with 50%,27 May - 17 Jun 2024
972,Indus International University - [IIU],"B.Tech
6 Courses",1.1 Lakhs (1st Year Fees),10+2 with 50%,no data found
972,Indus International University - [IIU],"B.Sc
3 Courses","44,000 (1st Year Fees)",10+2 with 50%,no data found
972,Indus International University - [IIU],"M.Sc
3 Courses","35,000 - 52,000 (1st Year Fees)",Graduation with 55%,no data found
972,Indus International University - [IIU],"BCA
1 Course","40,000 (1st Year Fees)",10+2,no data found
972,Indus International University - [IIU],"BBA
1 Course","55,000 (1st Year Fees)",10+2 with 50%,no data found
973,Yamuna Group Of Institutions - [YGI],"B.Tech
5 Courses","73,895 (1st Year Fees)",10+2 with JEE Main,no data found
973,Yamuna Group Of Institutions - [YGI],"B.Sc (Nursing)
1 Course","68,350 (1st Year Fees)",10+2,no data found
973,Yamuna Group Of Institutions - [YGI],"Polytechnic
6 Courses","31,300 (1st Year Fees)",10th passed,no data found
973,Yamuna Group Of Institutions - [YGI],"B.Ed
1 Course","48,000 (1st Year Fees)",Graduation,no data found
973,Yamuna Group Of Institutions - [YGI],"MBA
5 Courses","59,095 (1st Year Fees)",Graduation with 50% + CMAT,no data found
974,Amiraj College of Engineering and Technology- [ACET],"BE
4 Courses","30,000 (1st Year Fees)",10+2,no data found
974,Amiraj College of Engineering and Technology- [ACET],"BE {Lateral}
4 Courses","30,000 (1st Year Fees)",10+3,no data found
975,Annamacharya Institute of Technology and Sciences - [AITS],"B.Tech
11 Courses","43,670 (1st Year Fees)",10+2,11 Mar - 25 Jul 2024
975,Annamacharya Institute of Technology and Sciences - [AITS],"MBA
1 Course","35,000 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
975,Annamacharya Institute of Technology and Sciences - [AITS],"M.Tech
5 Courses","43,000 (1st Year Fees)",Graduation,23 Mar - 12 May 2024
976,Jai Narain College of Technology & Science - [JNCTS],"B.Tech
4 Courses","55,000 (1st Year Fees)",10+2 with 75% + JEE Main,no data found
976,Jai Narain College of Technology & Science - [JNCTS],"Polytechnic
2 Courses","25,500 (1st Year Fees)",-,no data found
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],"B.Tech
6 Courses",1.23 Lakhs (1st Year Fees),10+2,3 Mar - 02 May 2024
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],"M.Tech
1 Course","64,500 (1st Year Fees)",Graduation,-
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],"B.Tech {Lateral}
9 Courses",1.2 Lakhs (1st Year Fees),10+2 with 45% + TSECET,-
978,Jhulelal Institute of Technology - [JIT],"B.Tech
6 Courses",1.1 Lakhs (1st Year Fees),10+2 with 45%,16 Jan - 28 Jul 2024
978,Jhulelal Institute of Technology - [JIT],"M.Tech
2 Courses","66,500 (1st Year Fees)",Graduation with 50%,11 Jan - 29 Jul 2024
978,Jhulelal Institute of Technology - [JIT],"MBA
1 Course","84,000 (1st Year Fees)",Graduation with 50%,11 Jan - 27 Jul 2024
978,Jhulelal Institute of Technology - [JIT],"B.Tech {Lateral}
6 Courses",1.1 Lakhs (1st Year Fees),Diploma with 45%,-
979,MIC College of Technology,"B.Tech
8 Courses","36,100 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
979,MIC College of Technology,"Polytechnic
5 Courses","75,000 (Total Fees)",Pass in 10th + AP POLYCET,20 Feb - 10 Apr 2024
979,MIC College of Technology,"MBA
3 Courses","35,000 - 37,400 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
979,MIC College of Technology,"M.Tech
4 Courses","35,000 - 43,000 (1st Year Fees)",Pass in Graduation + GATE,23 Mar - 12 May 2024
979,MIC College of Technology,MCA,"70,000 (Total Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
980,Guru Nanak Institute of Technology - [GNIT],"B.Tech
8 Courses",5.98 Lakhs - 7 Lakhs (Total Fees),10+2 with 45%,28 Dec - 27 Jan 2024
980,Guru Nanak Institute of Technology - [GNIT],"B.Sc
2 Courses",3.52 Lakhs (Total Fees),10+2,-
980,Guru Nanak Institute of Technology - [GNIT],"B.Tech {Lateral}
6 Courses",3.12 Lakhs - 4.09 Lakhs (Total Fees),Diploma or B.Sc with 45%,-
980,Guru Nanak Institute of Technology - [GNIT],"Polytechnic
2 Courses",1.24 Lakhs (Total Fees),10th with 35% + JEXPO,-
980,Guru Nanak Institute of Technology - [GNIT],"BCA
1 Course",4.03 Lakhs (Total Fees),10+2,-
981,KJ Institute of Engineering and Technology - [KJIT],"BE
7 Courses","66,000 (1st Year Fees)",10+2,1 Apr - 03 Jul 2024
981,KJ Institute of Engineering and Technology - [KJIT],"Polytechnic
4 Courses","66,000 (1st Year Fees)",10th,-
981,KJ Institute of Engineering and Technology - [KJIT],"BCA
1 Course","26,000 (1st Year Fees)",10+2,-
981,KJ Institute of Engineering and Technology - [KJIT],"BBA
1 Course","26,000 (1st Year Fees)",10+2,-
981,KJ Institute of Engineering and Technology - [KJIT],B.A.M.S,3.85 Lakhs (1st Year Fees),-,-
982,"Solamalai College of Engineering, Veerapanjan","B.E
7 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
982,"Solamalai College of Engineering, Veerapanjan","MBA
1 Course","41,000 (Total Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
982,"Solamalai College of Engineering, Veerapanjan","ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
983,V V College of Engineering,"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
983,V V College of Engineering,"BE {Lateral}
5 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
983,V V College of Engineering,"ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + GATE,15 Apr - 14 May 2024
984,SRM University Vadapalani Campus,"B.Tech
9 Courses",1.4 Lakhs - 3.4 Lakhs (1st Year Fees),10+2,10 Nov - 15 Jun 2024
984,SRM University Vadapalani Campus,"B.Sc
3 Courses","45,000 - 85,000 (1st Year Fees)",10+2,-
984,SRM University Vadapalani Campus,"MBA
6 Courses",5.5 Lakhs (1st Year Fees),Graduation,-
984,SRM University Vadapalani Campus,"B.Com {Hons.} + ACCA
1 Course",1.25 Lakhs (1st Year Fees),10+2,-
984,SRM University Vadapalani Campus,"BCA
1 Course","80,000 (1st Year Fees)",10+2,-
985,CMR Group of Institutions,"B.Tech
5 Courses","95,000 (1st Year Fees)",10+2 with 45% + TS EAMCET,no data found
985,CMR Group of Institutions,"M.Tech
7 Courses","60,000 (1st Year Fees)",Graduation + GATE,no data found
985,CMR Group of Institutions,"M.Pharm
4 Courses",1.1 Lakhs (1st Year Fees),B.Pharm.,no data found
985,CMR Group of Institutions,"MBA
1 Course","75,000 (1st Year Fees)",Graduation,no data found
985,CMR Group of Institutions,"B.Tech {Lateral}
5 Courses","95,000 (1st Year Fees)",10+2 with 45% + TS EAMCET,no data found
986,Aryans Group of Colleges,"B.Tech
6 Courses",1.03 Lakhs (1st Year Fees),10+2 with 50%,24 May - 14 Jun 2024
986,Aryans Group of Colleges,"B.Sc
7 Courses",1.03 Lakhs - 2.01 Lakhs (1st Year Fees),10+2 with 50%,-
986,Aryans Group of Colleges,"MBA
5 Courses",1.03 Lakhs (1st Year Fees),Graduation with 50%,-
986,Aryans Group of Colleges,"B.Sc (Nursing)
1 Course",2.05 Lakhs (1st Year Fees),10+2,-
986,Aryans Group of Colleges,"Polytechnic
4 Courses","48,000 (1st Year Fees)",10th with 50%,-
987,Graphic Era Hill University Bhimtal Campus - [GEHU],"B.Tech
6 Courses",1.77 Lakhs - 2.11 Lakhs (1st Year Fees),10+2,30 June 2024
987,Graphic Era Hill University Bhimtal Campus - [GEHU],"B.Sc
3 Courses",1.36 Lakhs (1st Year Fees),10+2,30 June 2024
987,Graphic Era Hill University Bhimtal Campus - [GEHU],"BBA
3 Courses",1.58 Lakhs (1st Year Fees),10+2,30 June 2024
987,Graphic Era Hill University Bhimtal Campus - [GEHU],"B.Sc (Nursing)
1 Course",1.55 Lakhs (1st Year Fees),10+2,30 June 2024
987,Graphic Era Hill University Bhimtal Campus - [GEHU],"BCA
1 Course",1.36 Lakhs (1st Year Fees),10+2,30 June 2024
988,Phonics Group of Institutions - [PGI],"B.Tech
5 Courses","86,900 (1st Year Fees)",10+2 with 45%,no data found
988,Phonics Group of Institutions - [PGI],"B.Sc
11 Courses","15,000 - 45,000 (1st Year Fees)",10+2 with 45%,no data found
988,Phonics Group of Institutions - [PGI],"BCA
1 Course","36,000 (1st Year Fees)",10+2 with 45%,no data found
988,Phonics Group of Institutions - [PGI],"BBA
1 Course","36,000 (1st Year Fees)",10+2 with 45%,no data found
988,Phonics Group of Institutions - [PGI],"MBA
1 Course","87,900 (1st Year Fees)",Graduation with 50%,no data found
989,Vindhya Institute of Technology and Science - [VITS],"B.Tech
3 Courses","55,000 (1st Year Fees)",10+2 with 45%,13 June - 18 Aug 2024
989,Vindhya Institute of Technology and Science - [VITS],"Polytechnic
3 Courses","30,000 (1st Year Fees)",10th,-
989,Vindhya Institute of Technology and Science - [VITS],"MBA
1 Course","53,000 (1st Year Fees)",Graduation with 50%,-
989,Vindhya Institute of Technology and Science - [VITS],"BBA
1 Course","35,000 (1st Year Fees)",10+2,-
989,Vindhya Institute of Technology and Science - [VITS],"B.Sc
1 Course","24,000 (1st Year Fees)",10+2,1 Aug - 31 Mar 2024
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],"B.Tech
12 Courses",1.48 Lakhs (1st Year Fees),10+2 with 45% + CET,16 Jan - 28 Jul 2024
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],"MBA
5 Courses",1 Lakh (1st Year Fees),Graduation with 50% + CET,11 Jan - 27 Jul 2024
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],"B.Tech {Lateral}
11 Courses",1.48 Lakhs (1st Year Fees),Diploma,-
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],"M.Tech
3 Courses","62,000 (1st Year Fees)",Graduation with 50% + GATE,9 July - 29 Jul 2024
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],MCA,1.02 Lakhs (1st Year Fees),Graduation with 50% + CET,6 July - 14 Jul 2024
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],"B.Tech
7 Courses",1.11 Lakhs - 1.14 Lakhs (1st Year Fees),10+2,28 Dec - 27 Jan 2024
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],"B.Sc
5 Courses",1.07 Lakhs - 1.19 Lakhs (1st Year Fees),10+2 with 50%,-
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],"Polytechnic
3 Courses","48,500 (1st Year Fees)",10th with 35%,-
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],"B.Tech {Lateral}
6 Courses","89,500 (1st Year Fees)",Diploma,-
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],"BBA
2 Courses",1.07 Lakhs (1st Year Fees),10+2 with 50%,-
992,Elitte College of Engineering - [ECE],"B.Tech
6 Courses","79,000 (1st Year Fees)",10+2 with 45% + JEE Main,28 Dec - 27 Jan 2024
992,Elitte College of Engineering - [ECE],"B.Tech {Lateral}
4 Courses","69,000 (1st Year Fees)",10+3 with 45% + WBJEE,-
993,Siddhartha Institute of Technology and Sciences - [SITS],"B.Tech
10 Courses","83,000 (1st Year Fees)",10+2 + TS EAMCET,3 Mar - 02 May 2024
993,Siddhartha Institute of Technology and Sciences - [SITS],"M.Tech
6 Courses","87,500 (1st Year Fees)",Pass in Graduation,-
993,Siddhartha Institute of Technology and Sciences - [SITS],"MBA
1 Course","54,000 (1st Year Fees)",Graduation,7 Mar - 30 Apr 2024
993,Siddhartha Institute of Technology and Sciences - [SITS],"B.Tech {Lateral}
8 Courses","80,000 (1st Year Fees)",10+2 with 45% + TSECET,-
994,Institute of Technology & Management - [ITM],"B.Tech
9 Courses","55,000 - 67,400 (1st Year Fees)",10+2+UPTAC,11 June - 30 Jul 2024
994,Institute of Technology & Management - [ITM],"Polytechnic
1 Course","35,400 (1st Year Fees)",10th with 35%,-
994,Institute of Technology & Management - [ITM],"B.Tech {Lateral}
9 Courses","55,000 - 67,400 (1st Year Fees)",10+3+UPTAC,-
994,Institute of Technology & Management - [ITM],"MBA
4 Courses","67,400 (1st Year Fees)",Graduation,19 June - 10 Jul 2024
994,Institute of Technology & Management - [ITM],"M.Tech
2 Courses","80,000 (1st Year Fees)",Graduation,-
995,Mahendra Institute of Technology - [MIT],"BE
8 Courses",2 Lakhs - 2.2 Lakhs (Total Fees),10+2 with 50%,6 May - 11 Jun 2024
995,Mahendra Institute of Technology - [MIT],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50%,6 May - 11 Jun 2024
995,Mahendra Institute of Technology - [MIT],"M.E
3 Courses","60,000 (Total Fees)",Graduation with 50%,15 Apr - 14 May 2024
996,Shri Rawatpura Sarkar University - [SRU],"MBA
5 Courses",1.15 Lakhs (1st Year Fees),Graduation,31 May 2024
996,Shri Rawatpura Sarkar University - [SRU],"B.Sc
16 Courses","30,200 - 1.01 Lakhs (1st Year Fees)",10+2,31 May 2024
996,Shri Rawatpura Sarkar University - [SRU],"B.Tech
7 Courses","40,600 - 75,200 (1st Year Fees)",10+2,31 May 2024
996,Shri Rawatpura Sarkar University - [SRU],"M.Sc
17 Courses","35,700 - 1.13 Lakhs (1st Year Fees)",Graduation,31 May 2024
996,Shri Rawatpura Sarkar University - [SRU],"PG Diploma
19 Courses","30,700 - 47,200 (Total Fees)",Graduation,31 May 2024
997,Jorhat Institute of Science and Technology - [JIST],no data found,no data found,no data found,no data found
998,Sri Shanmugha College of Engineering and Technology - [SSCET],"BE
7 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
998,Sri Shanmugha College of Engineering and Technology - [SSCET],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
998,Sri Shanmugha College of Engineering and Technology - [SSCET],"ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + GATE,15 Apr - 14 May 2024
999,KIIT College of Engineering,"B.Tech
5 Courses","75,000 (1st Year Fees)",10+2 with 75% + JEE Main,29 May - 07 Aug 2024
999,KIIT College of Engineering,"MBA
1 Course","50,000 (1st Year Fees)",Graduation with 50% + MAT,-
999,KIIT College of Engineering,"M.Tech
2 Courses","75,000 (1st Year Fees)",Pass in Graduation + GATE,-
1000,Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management,"BE
5 Courses","67,150 (1st Year Fees)",10+2 with 75% + JEE Main,16 Jan - 28 Jul 2024
1000,Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management,"MBA
1 Course","60,000 (1st Year Fees)",Graduation,11 Jan - 27 Jul 2024
1000,Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management,"BE {Lateral}
4 Courses","61,650 (1st Year Fees)",10+3 with 75% + JEE Main,-
